pasazer,passenger
pasażerka,passenger
pasażerki,female passengers
pasażerski,passenger
pasażerskie,passenger
pasażerskiego,passenger
pasem,belt
pasmo,band
pasowałoby,it would fit
pasożytnicze,parasitic
pasożyty,parasites
pasta,paste
pastelowe,pastel
pasterza,shepherd
pasterzy,shepherds
pastor,pastor
pastora,pastor
pasty,pastes
pastę,paste
pasujący,matching
paszowozu,feed wagon
paszporcie,passport
paszportu,passport
pasztet,pie
paszę,I feed
patelni,pan
patelnie,pans
patelnię,a frying pan
patent,patent
patogenów,Pathogens
patologię,pathology
patriotyzmu,patriotism
patrole,Patrols
patrolem,on patrol
patroli,patrols
patrolowali,They were patrolling
patrolu,patrol
patrolujący,patrolling
patron,patron
patronatu,patronage
patronem,patron
patrz,Look
patrzy,he is looking
patrzymy,we are looking
patrzyła,she was looking
patrzyłam,I was looking
patrzyło,was looking
patrzą,they are looking
patyczki,sticks
patyki,sticks
pauza,pause
pauzować,pause
pauzy,pauses
pawie,peacocks
pawilon,pavilion
pazernego,greedy
pazerności,greed
pañstwa,countries
pałacyki,palaces
pałętania,hanging around
państwowe,state
państwowości,statehood
państwowość,statehood
państwowymi,state-owned
październik,October
pchnie,will push
pecha,bad luck
pechowy,unlucky
pedagogiczne,pedagogical
pedagogiki,Pedagogy
pedofilem,a pedophile
pelikana,pelican
pellet,pellet
penalizację,penalization
penitencjarnych,penitentiary
pensja,salary
pensjonariuszy,boarders
per,per
perełka,gem
perełkach,pearls
perfekcji,perfection
perfekcjonizm,Perfectionism
perfekcyjnie,Perfectly
perfum,perfume
perfumami,perfume
permanentnym,permanent
peronami,platforms
perony,platforms
peronów,platforms
personalne,personal
personalnych,personal
personel,staff
personelem,staff
perspektywom,perspectives
peruki,wigs
perwersyjnych,perverse
peryferyjnych,peripheral
perypetiach,adventures
perypetii,adventures
perłę,a pearl
peso,peso
petardą,petard
petrochemicznych,petrochemical
pewnikiem,a certainty
pewności,certainty
pewność,confidence
pewny/a,sure
pewnymi,certain
pe³niæ,to perform
pełna,full
pełnia,full
pełnieniem,performing
pełnieniu,performing
pełnią,full
pełniąc,acting
pełniącego,acting
pełniący,acting
pełniących,performing
pełniącym,acting
pełnić,to perform
pełniło,served
pełnometrażowy,full-length
pełnomocnikiem,authorized representative
pełnoskalowej,full-scale
pełnoziarnistego,whole grain
pełnoziarnisty,whole grain
pełnymi,full
phishingowe,phishing
pianistę,a pianist
piarowca,PR specialist
piaseczyńskim,Piaseczno
picia,drinking
pieca,the stove
piechotę,on foot
pieczywa,bread
pieców,stoves
pieguski,freckled
piekarnika,oven
piekarskie,bakery
piekielnej,hellish
piekle,hell
piekło,hell
pielęgnację,care
pielęgnacyjnych,care
pielęgniarki,nurses
pieniądza,money
pieniądzom,money
pieniężnej,money
pieniężnej”,"""money"""
pieniężną,money
pienińscy,the Pieniny people
piersiom,breasts
piersiową,pectoral
pierwotniaki,protozoa
pierwotnie,originally
pierwotny,original
pierwotnym,original
pierwowzorze,original
pierwszymi,the first
pierzejach,frontages
pierścieniu,the ring
pierścień,ring
pieski,Doggies
pieszemu,pedestrian
pietruszki,parsley
pietruszkę,parsley
pieśniami,songs
piknikach,picnics
piknikowy,picnic
pilne,urgent
pilnego,urgent
pilnie,diligently
pilnowaniem,guarding
pilności,urgency
pilnujących,guarding
pilotażowe,pilot
pilotażowego,pilot
pilotażowej,pilot
pilotów,pilots
pinezki,pins
pingwin,penguin
pion,vertical
pionizatorze,verticalizer
pionowo,vertically
pionową,vertical
piosence,song
piosenkarką,a singer
piosenkarzami,singers
piosenkarze,singers
piosenką,song
pirackie,Pirate
piratami,pirates
pisali,they wrote
pisania,writing
pisanie,writing
pisarza,writer
pisarzy,writers
pisemnej,written
pisie,I am writing
pisklętom,to the chicks
pisownię,spelling
pisowskie,PiS
pistacjowe,pistachio
pistolecie,gun
pistolety,pistols
piszemy,we write
pita,pita
piwie,beer
piwnica,basement
piwnicach,basements
piwnice,cellars
piwonia,peony
pizza,pizza
piątkowego,Friday's
piątkę”,"""five"""
piątą,fifth
piąć,crow
pięcie,heel
pięcio-częściowy,five-piece
pięcioboista,pentathlete
pięciokilogramowy,five kilogram
pięciokrotnie,five times
pięcioletniej,five-year-old
pięcioletnim,five years old
pięcioma,five
pięcioosobowym,five-person
pięcioro,five
pięknego,beautiful
pięknem,beauty
piękno,beauty
piętnastu,fifteen
piętnaście,fifteen
piętro,floor
pięty,heels
pięćset,five hundred
pięścią,with a fist
piła,saw
piłeczkę,a ball
piłek,balls
piłkarki,football players
piłkarskiego,football
piłkarzami,football players
piłkarzem,a footballer
piłkarzowi,to the footballer
piłką,ball
piłą,saw
placek,cake
placów,squares
placówka,institution
plagiat,plagiarism
plagę,the plague
plakacie,you are postering
plakat,poster
plakatach,posters
plakatu,poster
plamę,a stain
planem,plan
planetarium,planetarium
planetę,the planet
planowanej,planned
planowanie,planning
planowano,It was planned
planowaną,planned
planowaæ,to plan
planowi,planned
planowo,as planned
planszowych,board games
planszówki,board games
plantacja,plantation
plantację,plantation
planują,They are planning
planujący,planning
plasterki,Slices
plasterków,slices
plastiki,plastics
plastikowych,plastic
plastiku,plastic
plastry,slices
plastyczne,plastic
plasuje,I place
plasując,placing
platformach,platforms
platformą,platform
platformę,platform
play,play
play-off,play off
play-offie,play-off
playbacku,playback
plazmą,plasma
pla¿y,the beach
plażowicze,beachgoers
plażę,the beach
plci,Gender
plebanii,the rectory
plecach,back
plemiona,tribes
plenerowe,outdoor
plenerowej,outdoor
plombę,a seal
plotkarskich,gossipy
plotki,gossip
plucie,spitting
pluszowymi,plush
plutonie,platoon
plutonu,platoon
pn.,Mon
pneumatycznej,pneumatic
pneumatycznym,pneumatic
pobawi,have fun
pobawienia,having fun
pobicie,beating
pobiegł,he ran
pobierają,they are taking
pobierana,taken
pobierane,downloaded
pobili,They beat up
pobitego,beaten
pobliski,nearby
pobliskiego,nearby
pobliskiej,nearby
pobli¿u,nearby
poboczach,roadsides
poborowej,conscript
poborowych,conscripts
poborowym,conscript
pobory,salary
pobrana,taken
pobranych,downloaded
pobudek,motives
pocałunku,a kiss
pochlebnych,flattering
pochmurnej,cloudy
pochodzenie,origin
pochodzić,originate
pochodziła,she came from
pochodziło,it came from
pochodząca,coming from
pochodzący,originating
pochodzącymi,coming from
pochowa,will bury
pochowane,buried
pochowani,buried
pochowany,buried
pochowały,They buried
pochylnia,ramp
pochylnie,ramps
pochyło,sloping
pochłaniania,absorption
pociech,consolations
pociski,bullets
pocisku,a projectile
pociąga,it attracts
pociągach,trains
pociągnięcia,strokes
pociągnięcie,pull
pocięciu,cutting
pocięte,cut
pocięło,cut it
pocovidowej,post-covid
"poczatek,bedzie","the beginning, it will be"
poczatku,at the beginning
poczciwego,honest
poczta,post
pocztowe,postal
pocztowego,post office
pocztowy,postal
pocztowym,postal
poczty,mail
poczucia,feeling
poczujesz,you will feel
poczuli,they felt
poczuwała,she felt
poczuł,he felt
poczuła,she felt
poczynił,he made
poczytalną,sane
pocz±tku,at the beginning
początkach,in the beginning
początki,beginnings
początkujących,beginners
poczęstunku,refreshments
podagrycznika,goutweed
podający,feeder
podających,those who are giving
podali,they gave
podaliśmy,we gave
podamy,we will give
podanego,given
podaniem,application
podaniu,administration
podartą,torn
podatkowymi,tax
podatnik,taxpayer
podatnikami,taxpayers
podatnością,susceptibility
podawana,served
podawane,served
podawania,administration
poda³y,they gave
podały,They gave
podaży,supply
podbiału,Coltsfoot
podbija,conquers
podbili,they conquered
podchodzili,They were approaching
podchodziły,They were approaching
podchodzę,I'm coming up
podchwyciło,picked up
podcieniach,arcades
poddaje,I give up
poddali,They surrendered
poddane,subjected
poddani,subjects
poddano,submitted
poddany,subject
poddawane,subjected to
poddawania,subjecting
poddawać,to give in
poddał,he surrendered
podejmiemy,we will take
podejmiesz,you will take
podejmowania,taking up
podejmują,they are taking
podejrzana,suspicious
podejrzane,suspicious
podejrzanych,suspects
podejrzanym,suspect
podejrzeniu,suspicion
podejrzewają,they suspect
podejrzewali,they suspected
podejrzewam,I suspect
podejrzewanym,suspected
podejrzewał,he suspected
podejrzeń,suspicions
podejściem,approach
podejściu,approach
podejść,approach
podekscytowana,excited
podekscytowani,excited
podeprzeć,to support
poderwano,was torn up
podeschła,dried up
podeszwie,sole
podgrzania,heating up
podgrzał,He heated up
podgrzewane,heated
podinspektor,Sub-Inspector
podjazdu,driveway
podjechać,drive
podjęłam,I took up
podjęło,took up
podkarpacki,Subcarpathian
podkom,Sub-Commander
podkomisarz,Deputy Commissioner
podkreślam,I emphasize
podkreśli,will emphasize
podkreśliły,They emphasized
podkre艣la,underlines
podlać,water
podlega,is subject to
podlegają,are subject to
podlegającą,subject to
podlegać,to be subject to
podległy,subject
podlewania,watering
podliczono,counted
podmiot,subject
podmiotami,entities
podmioty,entities
podmuchem,a gust of wind
podniesie,will raise
podniesienia,raise
podniesiono,raised
podniosą,they will raise
podniósł,he picked up
podnosimy,we raise
podnoszącą,lifting
podobały,they liked
podobieństwo,similarity
podobno,apparently
podopiecznej,the ward
podopieczny,a ward
podołają,They will cope
podpadniemy,we will fall
podpajęczynówkowym,subarachnoid
podpalenie,arson
podpisane,signed
podpisaniu,signing
podpisano,signed
podpisało,signed
podpisały,They signed
podpisywać,sign
podpisywałem,I was signing
podpiszą,they will sign
podporządkować,subordinate
podporą,support
podpowiadają,they suggest
podpowie,will give you a hint
podpowiemy,we will advise you
podprowadziła,she led
podrażniając,irritating
podrażnienia,Irritation
podrażniona,irritated
podrobienie,falsification
podrobionymi,counterfeit
podrożały,the prices have gone up
podrzucanie,toss
podróbek,fakes
podróżnych,travelers
podróżnym,travelers
podróżowali,They traveled
podróżował,he traveled
podróżując,traveling
podróżą,a journey
podręcznikiem,a textbook
podsiedleckiej,Podsiedlecka
podsmażeniu,frying
podstawić,to substitute
podstawówkach,primary schools
podsumowaniu,in summary
podsumowano,summarized
podsumowała,she summed up
podsumowująca,summarizing
podsunęła,she suggested
podsycała,she fueled
podszedłem,I walked up
podszywającej,impersonating
podszywających,impersonators
podszywaæ,impersonate
podsłuchowa,wiretapped
podteksty,subtexts
podtekście,subtext
podtopienia,flooding
podtopień,flooding
podtrzyma,will sustain
podtrzymania,sustain
poduszkowiec,hovercraft
podwaliny,foundations
podważyć,undermine
podwodnej,underwater
podwodnych,underwater
podwodnym,underwater
podwoiło,doubled
podwoziem,undercarriage
podwy¿kê,a raise
podwyżce,a raise
podwyżkami,increases
podwyżką,raise
podwyższania,raising
podwyższenia,elevation
podwyższenie,increase
podwyższeniu,elevation
podwyższonych,elevated
podwyższyć,raise
podwyższyła,She raised
podwójnego,double
podwójnej,double
podwójnie,double
podwładni,subordinates
podwładnym,subordinate
podyktowane,dictated
podyktowany,dictated
podzespołów,components
podziel,divide
podziela,shares
podzielamy,we share
podzielili,They divided
podzieliła,She divided
podzieliły,They divided
podzielone,divided
podzielonych,divided
podziemia,underground
podziemnego,underground
podziemnych,underground
podziękowania,thanks
podziękował,he thanked
podziękowań,thanks
podął,he took up
podążasz,you follow
podąży,will follow
podłamało,broke down
podłogi,floors
podłoża,substrates
podłożonej,underlaid
podłoży,substrates
podłączenia,connections
podłączenie,connection
podżeganie,incitement
poetów,poets
pofalowanym,wavy
poganiajcie,hurry up
pogardą,contempt
pogardę,contempt
pogarsza,it gets worse
poglądy,opinions
pogna,he'll rush
pognębić,to depress
pogodzenia,reconcile
pogodzić,reconcile
pogoni,chase
pogorszenia,deterioration
pogorszenie,deterioration
pogorszyć,make worse
pogorszył,got worse
pogotowiu,on standby
pogoń,pursuit
pogratulować,congratulate
pogromcami,the conquerors
pogrzeb,funeral
pogrzebała,she buried
pogrzebowego,funeral
pogrzebowy,funeral
pogrzebu,funeral
pogrzeby,funerals
pogrzebów,funerals
pogr±¿±,sink
pogróżkach,threats
pogrążeni,immersed
pogrąży,will sink
pogrążyło,It sank
pogubi,he'll lose it
pogubił,got lost
pogłoski,rumors
pogłębiającą,deepening
pogłębiało,it deepened
poinfomrowały,they informed
poinformowal,informed
poinformowane,informed
poinformowany,informed
poinformowa³,he informed
poinformować,inform
poinformujemy,we will inform
poinformują,they will inform
pointów,points
poinwestowali,They invested
pojadą,they will go
pojawiając,appearing
pojawiającej,appearing
pojawiam,I appear
pojawiał,he appeared
pojawienia,appearances
pojawienie,appearance
pojazdach,vehicles
pojechał,he went
pojednania,reconciliation
pojedyncze,single
pojedynczej,single
pojedynczych,single
pojedyńczej,single
pojedzie,he will go
pojemniku,container
pojeździe,in the vehicle
pojąć,understand
pojęcie,concept
pojęć,concepts
pokarm,food
pokazaliście,you showed
pokazania,show
pokazany,shown
pokazałem,I showed
pokazowe,show
pokazowej,show
pokazując,showing
pokazujący,showing
pokazujących,showing
pokazywanie,showing
pokazywało,it showed
pokazywały,They showed
pokiereszowane,mangled
poklepią,they will pat
pokoi,rooms
pokojach,rooms
pokoje,rooms
pokojowe,Peaceful
pokojowego,peaceful
pokoleniami,generations
pokoleń,generations
pokonana,defeated
pokonani,defeated
pokonanie,defeat
pokonany,defeated
pokonaæ,overcome
pokonało,defeated
pokonując,overcoming
pokonywaniu,overcoming
pokrycia,Covers
pokrywkami,lids
pokrywę,cover
pokryła,covered
pokryły,covered
pokrzywdzone,aggrieved
pokrzywdzonego,the injured party
pokrzywdzonej,the injured party
pokrzywdzonemu,the injured party
pokrzywdzony,the aggrieved party
pokrzyżować,cross
pokrój,habit
pokulamy,we'll mess up
pokusiła,she tempted
pokutne,penitential
pok³adzie,on board
pokładach,decks
pokłon,bow
polami,fields
polana,clearing
polanami,in the clearings
polany,glades
polarne,polar
poleca,recommends
polecam,I recommend
polecane,recommended
polecała,she recommended
polecały,They recommended
polecenia,commands
polegają,they rely
polegać,rely
poległy,killed
polem,a field
polexicie,I will recommend
polexit,Polexit
policje,police
policją,Police
policzkiem,cheek
policzku,cheek
polio,Polio
polisomnografów,polysomnographers
polisę,policy
politolog,political scientist
politologa,political scientist
politycznemu,political
polityczny,political
politycznym,political
politykami,politicians
poll,poll
polonistyczne,Polish studies
polowania,hunting
polowania”,"""hunting"""
polskimi,Polish
polsko-,Polish-
polsko-białoruskiej,Polish-Belarusian
polsko-niemiecki,Polish-German
polsko-niemieckich,Polish-German
polsko-ukraińskiej,Polish-Ukrainian
polskości,Polishness
polubić,like
polują,They are hunting
pomagającą,helping
pomaganie,help
pomagaæ,to help
pomagała,she helped
pomarańczowej,orange
pomiar,measurement
pomiarowych,measuring
pomiary,measurement
pomiatanie,disregard
pomidorowy,tomato
pomidorowym,tomato
pomidorów”,"tomatoes"""
pomieszczeniach,rooms
pomniki,Monuments
pomocnik,helper
pomocnikami,helpers
pomocników,helpers
pomocną,helpful
pomocowe,aid
pomocowych,aid
pomogłyby,would help
pomorem,plague
pomorscy,Pomeranian
pomorskich,Pomeranian
pomorskiego,Pomeranian
pomost,bridge
pomp,pumps
pompowe,pump
pomylenia,confusion
pomylić,to mistake
pomylił,he made a mistake
pomys³ach,ideas
pomysłem,an idea
pomysłodawcy,the originator
